,908.1,914.294,920.489,926.683,932.877,939.072,945.266,951.46,957.655,963.849,970.044,976.238,982.432,988.627,994.821,1001.015,1007.21,1013.404,1019.598,1025.793,1031.987,1038.181,1044.376,1050.57,1056.764,1062.959,1069.153,1075.348,1081.542,1087.736,1093.931,1100.125,1106.319,1112.514,1118.708,1124.902,1131.097,1137.291,1143.485,1149.68,1155.874,1162.069,1168.263,1174.457,1180.652,1186.846,1193.04,1199.235,1205.429,1211.623,1217.818,1224.012,1230.206,1236.401,1242.595,1248.789,1254.984,1261.178,1267.373,1273.567,1279.761,1285.956,1292.15,1298.344,1304.539,1310.733,1316.927,1323.122,1329.316,1335.51,1341.705,1347.899,1354.094,1360.288,1366.482,1372.677,1378.871,1385.065,1391.26,1397.454,1403.648,1409.843,1416.037,1422.231,1428.426,1434.62,1440.814,1447.009,1453.203,1459.398,1465.592,1471.786,1477.981,1484.175,1490.369,1496.564,1502.758,1508.952,1515.147,1521.341,1527.535,1533.73,1539.924,1546.119,1552.313,1558.507,1564.702,1570.896,1577.09,1583.285,1589.479,1595.673,1601.868,1608.062,1614.256,1620.451,1626.645,1632.839,1639.034,1645.228,1651.423,1657.617,1663.811,1670.006,1676.2,Instrument Serial Number,Temperature,Notes
A1F1-14.sam,-0.04350125,-0.04714486,-0.05088602,-0.05231582,-0.05496587,-0.05678919,-0.05806415,-0.05952478,-0.06101814,-0.06237562,-0.06353134,-0.06458138,-0.06571947,-0.06619037,-0.06687828,-0.06732354,-0.06793388,-0.0683571,-0.06876457,-0.06905004,-0.06941731,-0.06977565,-0.07035115,-0.0706365,-0.07104734,-0.07152668,-0.07168227,-0.07237152,-0.07262091,-0.0729496,-0.07326003,-0.07347035,-0.0736598,-0.07382278,-0.07380553,-0.07380887,-0.07347241,-0.07256226,-0.07116252,-0.0696073,-0.06887306,-0.06765198,-0.0655338,-0.06320514,-0.05978592,-0.0562837,-0.05548994,-0.05657931,-0.05765652,-0.05867054,-0.06097118,-0.06396767,-0.06680587,-0.06898847,-0.0705173,-0.07159122,-0.07230945,-0.0728649,-0.07325865,-0.07346696,-0.0735839,-0.07361289,-0.07355116,-0.07344025,-0.07330704,-0.07316159,-0.07292281,-0.07266387,-0.07234076,-0.07191505,-0.07134673,-0.0701951,-0.06792664,-0.06509573,-0.0624366,-0.05982455,-0.05710837,-0.0546465,-0.05237235,-0.05152014,-0.05156657,-0.05154776,-0.05184828,-0.05255515,-0.05312168,-0.05363436,-0.05424944,-0.05501561,-0.05576299,-0.05634267,-0.05680724,-0.05731544,-0.05763233,-0.05775424,-0.05792063,-0.05822245,-0.05873986,-0.05940442,-0.05997215,-0.0605311,-0.06108823,-0.06155236,-0.06187966,-0.06216368,-0.06232774,-0.06234351,-0.06239778,-0.06225726,-0.0621363,-0.0619919,-0.06180343,-0.06161009,-0.06141913,-0.06115143,-0.06078203,-0.06029737,-0.05938233,-0.05823183,-0.0571937,-0.05657856,-0.05649657,-0.05654423,-0.05630827,-0.05591364,-0.0553291,"S1-00621",33.1875,""
A1F1-15.sam,-0.04355723,-0.04695379,-0.05059843,-0.05246108,-0.0546804,-0.05644727,-0.0577452,-0.05949978,-0.06089305,-0.06236229,-0.06354644,-0.06436794,-0.06547776,-0.06618386,-0.06668285,-0.0672211,-0.06784241,-0.06827171,-0.06859683,-0.06896619,-0.06941532,-0.06985104,-0.07020752,-0.07049765,-0.07098147,-0.07152451,-0.07161657,-0.07230818,-0.0725027,-0.0728405,-0.07320766,-0.07341895,-0.07361021,-0.07377528,-0.0737543,-0.07366621,-0.07343893,-0.07247439,-0.07108598,-0.06956033,-0.06880064,-0.0676559,-0.06550036,-0.063198,-0.05970597,-0.05622357,-0.05545396,-0.05656338,-0.05766977,-0.05858511,-0.0608802,-0.06391998,-0.06675639,-0.06893036,-0.07050095,-0.07154395,-0.07228445,-0.07283908,-0.07323798,-0.07342035,-0.07350951,-0.07354904,-0.07350938,-0.07338275,-0.07325959,-0.07314724,-0.07289159,-0.07263113,-0.07232379,-0.07188672,-0.07130692,-0.07015759,-0.06788842,-0.06507075,-0.06240918,-0.05978546,-0.05709741,-0.05462565,-0.05233162,-0.05149881,-0.05156091,-0.05154776,-0.05181639,-0.05250146,-0.05308348,-0.05361343,-0.05424951,-0.05496818,-0.05573923,-0.05630412,-0.05678587,-0.05730224,-0.05761682,-0.05775255,-0.05790074,-0.058195,-0.05872402,-0.05940489,-0.05995055,-0.06050671,-0.06105187,-0.06152603,-0.06186745,-0.06214171,-0.06228974,-0.06232955,-0.06238644,-0.0622576,-0.06211469,-0.06196944,-0.06177004,-0.06157604,-0.06140763,-0.06111804,-0.0607819,-0.06027511,-0.05934907,-0.05822124,-0.05720443,-0.05656736,-0.05648548,-0.05655615,-0.0563351,-0.05598379,-0.05546193,"S1-00621",33.25,""
A1F1-16.sam,-0.04288336,-0.04662009,-0.0506061,-0.05227784,-0.05484549,-0.05631901,-0.05772383,-0.05935833,-0.06101435,-0.06226694,-0.06330673,-0.06412495,-0.06547423,-0.06607597,-0.06677251,-0.06732434,-0.06775499,-0.06826913,-0.0686008,-0.06880862,-0.06941626,-0.06970212,-0.07020732,-0.07049751,-0.07091361,-0.0714621,-0.07161946,-0.07225107,-0.07250331,-0.07278042,-0.07310262,-0.07336934,-0.07355586,-0.07369181,-0.07375711,-0.07366228,-0.07334279,-0.07243965,-0.07108992,-0.06955289,-0.06876309,-0.06766165,-0.06548824,-0.06312916,-0.05970562,-0.05618754,-0.05542946,-0.05658779,-0.05764141,-0.05859653,-0.06090866,-0.0639094,-0.06672519,-0.06890029,-0.07048276,-0.07154679,-0.07227481,-0.07281173,-0.0732104,-0.07340854,-0.07349966,-0.07353199,-0.07351431,-0.07337349,-0.07323772,-0.07311587,-0.07286732,-0.0726357,-0.07229216,-0.07186166,-0.07131757,-0.0701259,-0.06784732,-0.06505596,-0.06240078,-0.05976541,-0.05709188,-0.05461377,-0.05232931,-0.05148465,-0.05153127,-0.05152505,-0.05179832,-0.0524979,-0.05307143,-0.05360802,-0.05425016,-0.05496818,-0.05573628,-0.05633029,-0.05678206,-0.05728391,-0.05762856,-0.05775543,-0.05790036,-0.058195,-0.05872471,-0.05939288,-0.05994872,-0.06050763,-0.06104013,-0.06152487,-0.06186752,-0.06214074,-0.06230108,-0.06234203,-0.06237542,-0.06224572,-0.06211446,-0.06195815,-0.06178057,-0.06158726,-0.06141879,-0.06112944,-0.06075983,-0.06026404,-0.05937141,-0.05822084,-0.05719414,-0.05658898,-0.05649678,-0.05656834,-0.05638755,-0.05605145,-0.0555662,"S1-00621",33.3125,""
A1F2-4.sam,-0.02890363,-0.03227362,-0.03592003,-0.03752835,-0.03998556,-0.04167001,-0.04315073,-0.04484847,-0.04622848,-0.04770506,-0.04901337,-0.04984491,-0.05113516,-0.05174736,-0.05251918,-0.05299816,-0.0536145,-0.05409997,-0.05462409,-0.05487339,-0.05544372,-0.05580866,-0.05646516,-0.056797,-0.05726836,-0.05776262,-0.05803575,-0.058681,-0.05888512,-0.05939415,-0.05968641,-0.06005943,-0.06020411,-0.06042194,-0.06051509,-0.06036643,-0.06018903,-0.05920946,-0.05785852,-0.05630725,-0.0555452,-0.05435678,-0.05214681,-0.04975379,-0.04624263,-0.0426086,-0.04180964,-0.04292976,-0.04411425,-0.04508908,-0.04757797,-0.05074193,-0.05363901,-0.05586332,-0.05752461,-0.05869175,-0.05944473,-0.06004578,-0.06049948,-0.0607065,-0.06082962,-0.06089708,-0.06088086,-0.06074792,-0.06065285,-0.06058179,-0.06034118,-0.06009757,-0.05980571,-0.05936432,-0.058776,-0.05760504,-0.05521631,-0.05228206,-0.04954603,-0.04680381,-0.04399035,-0.04139824,-0.03904777,-0.03819431,-0.0382549,-0.03823287,-0.03850317,-0.03922511,-0.03985777,-0.04039584,-0.04110438,-0.04190171,-0.04269215,-0.04335328,-0.04386371,-0.04443273,-0.0448346,-0.04501937,-0.04524345,-0.04562012,-0.04618116,-0.04691847,-0.04758999,-0.04816955,-0.04873974,-0.04926401,-0.04969331,-0.05000216,-0.05017578,-0.05022318,-0.05028532,-0.05018211,-0.05006532,-0.04992076,-0.04979977,-0.04962353,-0.0494309,-0.04916562,-0.0488241,-0.04829316,-0.04737832,-0.04616944,-0.04507768,-0.04442646,-0.04432437,-0.04440026,-0.04415057,-0.04380746,-0.04327504,"S1-00621",33.375,""
A1F2-5.sam,-0.02890716,-0.03246506,-0.03618965,-0.03757815,-0.03978103,-0.04182098,-0.04303896,-0.0448267,-0.04622328,-0.04783522,-0.04901607,-0.04995336,-0.05126152,-0.05175411,-0.05261295,-0.05319484,-0.05371317,-0.05419288,-0.05462093,-0.0550349,-0.05560307,-0.05604003,-0.05653983,-0.05679683,-0.05740879,-0.05795695,-0.05802774,-0.05892549,-0.05905853,-0.05945478,-0.05985005,-0.06011074,-0.06025781,-0.06052114,-0.06061213,-0.06050494,-0.0602783,-0.05942601,-0.05793968,-0.05642505,-0.05562203,-0.05444035,-0.05225813,-0.04983776,-0.04638452,-0.04268027,-0.04188597,-0.04303653,-0.04422448,-0.04522084,-0.04767124,-0.05083444,-0.05373654,-0.05600626,-0.05767014,-0.05877161,-0.05952779,-0.06011212,-0.06056998,-0.0608213,-0.06094362,-0.06099263,-0.06097456,-0.06084549,-0.06077472,-0.06069229,-0.06040857,-0.06019086,-0.05992055,-0.05946752,-0.05885046,-0.05769105,-0.05531212,-0.05238661,-0.04965849,-0.04691655,-0.04407626,-0.04147817,-0.03916578,-0.0383228,-0.03836992,-0.03835276,-0.03864826,-0.03938572,-0.03996884,-0.04052624,-0.04123849,-0.04202704,-0.04280009,-0.04347837,-0.04401968,-0.04458141,-0.04496172,-0.04515564,-0.0453698,-0.04574025,-0.04631289,-0.04702719,-0.0476922,-0.04828138,-0.04887603,-0.04940335,-0.04980625,-0.05011184,-0.05028211,-0.05035305,-0.05041584,-0.05028818,-0.05019249,-0.05004917,-0.04991537,-0.04976119,-0.04955752,-0.04928029,-0.0489383,-0.04843018,-0.04749224,-0.04629551,-0.04520394,-0.04456437,-0.04446379,-0.04453466,-0.04433278,-0.04399975,-0.04354404,"S1-00621",33.375,""
A1F2-6.sam,-0.02914266,-0.03270247,-0.03639134,-0.03797061,-0.04019322,-0.04203069,-0.04306045,-0.04495467,-0.04635891,-0.04810184,-0.04915562,-0.05007434,-0.0513671,-0.05196738,-0.05271866,-0.05338898,-0.05390611,-0.054285,-0.05479451,-0.05512008,-0.05576415,-0.05611759,-0.05668826,-0.05694017,-0.05747797,-0.05809323,-0.05822387,-0.05899116,-0.05918128,-0.0595695,-0.05996355,-0.06027504,-0.06046706,-0.06070229,-0.06070697,-0.06060252,-0.06046307,-0.05946907,-0.05811252,-0.05655508,-0.05578616,-0.05459679,-0.05241836,-0.05001787,-0.04649595,-0.04282689,-0.04203532,-0.0431983,-0.04433119,-0.04535835,-0.04780013,-0.05095938,-0.05385908,-0.05611316,-0.05776313,-0.05889333,-0.05967676,-0.06026478,-0.06068547,-0.06093122,-0.06107949,-0.06112288,-0.06106852,-0.06097034,-0.06086631,-0.06077258,-0.06054384,-0.0602981,-0.05998427,-0.05957346,-0.05899022,-0.05778841,-0.05545048,-0.05251799,-0.04976674,-0.04703614,-0.04421771,-0.04161661,-0.03926367,-0.03842897,-0.03849143,-0.03849052,-0.03876742,-0.03948373,-0.04009459,-0.04063533,-0.04133039,-0.04214012,-0.04296387,-0.04359708,-0.04411985,-0.0446921,-0.04509015,-0.04525781,-0.04547413,-0.04586912,-0.04645861,-0.04714899,-0.04780816,-0.04839697,-0.04897607,-0.04954121,-0.04989477,-0.05023136,-0.05040413,-0.05046057,-0.05054563,-0.05039355,-0.05031947,-0.05017783,-0.05002009,-0.04986455,-0.0496719,-0.04940609,-0.04906401,-0.04853287,-0.04761774,-0.0463983,-0.0453069,-0.04466937,-0.04459165,-0.04466872,-0.04448978,-0.04421979,-0.04379572,"S1-00621",33.4375,""
A1F3-3.sam,-0.03370667,-0.03659812,-0.04032939,-0.04147596,-0.04377045,-0.04558107,-0.04689582,-0.04874709,-0.05023228,-0.051936,-0.05307341,-0.05404248,-0.05536092,-0.05599542,-0.05677323,-0.05723812,-0.05784395,-0.05842001,-0.05901668,-0.05926575,-0.05983236,-0.06025999,-0.06075143,-0.06108084,-0.06161521,-0.06228532,-0.062393,-0.06313287,-0.06341332,-0.06375015,-0.06410027,-0.06451093,-0.06470697,-0.06492488,-0.06492651,-0.06484764,-0.06484354,-0.06393694,-0.0626891,-0.06120072,-0.06055282,-0.05952801,-0.05748727,-0.0553702,-0.05214813,-0.0488331,-0.04806904,-0.04916634,-0.05024791,-0.05129128,-0.05347198,-0.05636205,-0.05901038,-0.06103916,-0.06254113,-0.0636021,-0.06427806,-0.06480192,-0.06524934,-0.06542066,-0.06550819,-0.06558026,-0.06552023,-0.0653973,-0.06530932,-0.06522956,-0.06498514,-0.06480764,-0.06452272,-0.0641185,-0.06358911,-0.06249695,-0.06039492,-0.05779456,-0.05534362,-0.05289875,-0.05035947,-0.04802313,-0.04584985,-0.04500269,-0.04505742,-0.04502613,-0.04526654,-0.04589671,-0.04644915,-0.04697063,-0.04760687,-0.04828619,-0.04900141,-0.04957529,-0.05000397,-0.05048815,-0.05081502,-0.05095633,-0.05108358,-0.0513996,-0.05188147,-0.05251667,-0.05313225,-0.05368436,-0.0541859,-0.05468996,-0.05502405,-0.0553338,-0.05546283,-0.05554907,-0.05562324,-0.05552257,-0.0554257,-0.05533036,-0.05517511,-0.05503074,-0.05492588,-0.05470724,-0.05440957,-0.05397647,-0.05319289,-0.05215601,-0.05126769,-0.05075759,-0.05070681,-0.05099916,-0.05108534,-0.05118943,-0.05135835,"S1-00621",33.5625,""
A1F3-4.sam,-0.03371156,-0.03698637,-0.04063792,-0.04152483,-0.04392739,-0.04574431,-0.04718481,-0.04904208,-0.05051041,-0.05222322,-0.05309199,-0.05415406,-0.05536759,-0.0559922,-0.05687273,-0.05733677,-0.05793517,-0.05859941,-0.05910102,-0.05942739,-0.06006872,-0.06056543,-0.06097212,-0.06129387,-0.06181978,-0.06235357,-0.06252437,-0.06331367,-0.06353223,-0.06397783,-0.06426194,-0.06466332,-0.06480348,-0.06504272,-0.06516498,-0.06511158,-0.06495681,-0.06410743,-0.06282091,-0.06140744,-0.06074229,-0.05964442,-0.05767652,-0.05551579,-0.05228479,-0.0489619,-0.04824923,-0.04939628,-0.05047948,-0.05137655,-0.05363683,-0.05652463,-0.05919051,-0.06122475,-0.06273147,-0.06376509,-0.06445198,-0.0649683,-0.06536685,-0.06557941,-0.06570167,-0.06574704,-0.06568205,-0.06557821,-0.06549827,-0.06541875,-0.06517053,-0.06493749,-0.06465889,-0.06428838,-0.0637648,-0.0626782,-0.06057524,-0.05796311,-0.05548526,-0.05304334,-0.05053722,-0.04817813,-0.04602145,-0.04516902,-0.04520647,-0.04517943,-0.04544317,-0.04609716,-0.04663398,-0.04715858,-0.04778339,-0.048467,-0.04916829,-0.04976026,-0.05019139,-0.05068558,-0.05099793,-0.05113245,-0.05128045,-0.0515561,-0.05205586,-0.05271128,-0.05329999,-0.05387013,-0.05437389,-0.05486284,-0.05520632,-0.05550324,-0.05562985,-0.05571435,-0.05578718,-0.0556963,-0.05559915,-0.05549109,-0.05536808,-0.05522474,-0.05508522,-0.05488782,-0.05458997,-0.05417929,-0.05335026,-0.05234785,-0.0514253,-0.05091979,-0.05091275,-0.05119263,-0.05130198,-0.05143159,-0.05164463,"S1-00621",33.625,""
A1F3-5.sam,-0.03391323,-0.03722465,-0.04083049,-0.04191083,-0.0439933,-0.0457518,-0.04704229,-0.04917888,-0.05041323,-0.05193529,-0.05318898,-0.05416009,-0.055584,-0.05621351,-0.05697519,-0.057531,-0.05803199,-0.05878405,-0.05910357,-0.05950719,-0.06015272,-0.06041421,-0.06097171,-0.06136538,-0.06195669,-0.0624213,-0.06265371,-0.06331622,-0.06359395,-0.06403769,-0.06437384,-0.06476817,-0.06490472,-0.06513996,-0.06525742,-0.06515666,-0.06505236,-0.064193,-0.0629064,-0.06147381,-0.06074499,-0.05972687,-0.05771083,-0.05556332,-0.05241127,-0.04908492,-0.04831601,-0.0494151,-0.05050924,-0.05152835,-0.05374942,-0.05658146,-0.05925038,-0.061283,-0.06278667,-0.06383029,-0.06453419,-0.06504716,-0.06544379,-0.065657,-0.06575072,-0.06579471,-0.06577647,-0.06564357,-0.06556446,-0.06549133,-0.0652538,-0.06503966,-0.06476485,-0.06437428,-0.06385526,-0.06275308,-0.06063834,-0.0580385,-0.05557885,-0.05313632,-0.05059955,-0.04828173,-0.04608535,-0.04528039,-0.04531967,-0.04527299,-0.04554414,-0.04615993,-0.04671604,-0.04725571,-0.0478887,-0.04857611,-0.04926214,-0.04984969,-0.0502639,-0.05080632,-0.05109968,-0.0512285,-0.05136373,-0.05165718,-0.05213913,-0.0528004,-0.05337762,-0.05395669,-0.05446199,-0.05493704,-0.05528904,-0.05561176,-0.05572602,-0.05580937,-0.05586937,-0.05577763,-0.05567989,-0.0555715,-0.05544772,-0.05531492,-0.05519798,-0.05500099,-0.0546803,-0.0542694,-0.05345147,-0.05242711,-0.05153918,-0.05105203,-0.05100445,-0.05130101,-0.05141807,-0.05160917,-0.05185869,"S1-00621",33.625,""
